Schluessel,Zeile,Von,Bis,Behinderung,hatTatbestandBE,hatZusatzinformationTatbestandstabelle,gehoertZuTatbestandstabelleBE
'4833','6','1','999','J','141315','2013-04-01-00.00.00.0000','4','741017'
'4834','1','0','1','N','141322','2013-04-01-00.00.00.0000','2','741018'
'4835','2','1','1','J','141323','2013-04-01-00.00.00.0000','2','741018'
'4836','3','1','999','N','141324','2013-04-01-00.00.00.0000','4','741018'
'4837','4','1','999','J','141325','2013-04-01-00.00.00.0000','4','741018'
'4838','1','0','1','N','141330','2013-04-01-00.00.00.0000','1','741019'
'4839','2','0','1','J','141331','2013-04-01-00.00.00.0000','1','741019'
'4840','3','0','1','N','141332','2013-04-01-00.00.00.0000','2','741019'
'4841','4','0','1','J','141333','2013-04-01-00.00.00.0000','2','741019'
'4842','5','1','999','N','141334','2013-04-01-00.00.00.0000','4','741019'
'4843','6','1','999','J','141335','2013-04-01-00.00.00.0000','4','741019'
'4844','1','0','1','N','141340','2013-04-01-00.00.00.0000','1','741020'
'4845','2','0','1','J','141341','2013-04-01-00.00.00.0000','1','741020'
'4846','3','0','1','N','141342','2013-04-01-00.00.00.0000','2','741020'
'4847','4','0','1','J','141343','2013-04-01-00.00.00.0000','2','741020'
'4848','5','1','999','N','141344','2013-04-01-00.00.00.0000','4','741020'
'4849','6','1','999','J','141345','2013-04-01-00.00.00.0000','4','741020'
'4850','1','0','1','N','141350','2013-04-01-00.00.00.0000','1','741021'
'4851','2','0','1','J','141351','2013-04-01-00.00.00.0000','1','741021'
'4852','3','0','1','N','141352','2013-04-01-00.00.00.0000','2','741021'
'4853','4','0','1','J','141353','2013-04-01-00.00.00.0000','2','741021'
'4854','5','1','999','N','141354','2013-04-01-00.00.00.0000','4','741021'
'4855','6','1','999','J','141355','2013-04-01-00.00.00.0000','4','741021'
'4856','1','0','1','N','141360','2013-04-01-00.00.00.0000','1','741022'
'4857','2','0','1','N','141361','2013-04-01-00.00.00.0000','1','741022'
'4858','3','0','1','N','141362','2013-04-01-00.00.00.0000','2','741022'
'4859','4','0','1','N','141363','2013-04-01-00.00.00.0000','2','741022'
'4860','5','1','999','N','141364','2013-04-01-00.00.00.0000','4','741022'
'4861','6','1','999','N','141365','2013-04-01-00.00.00.0000','4','741022'
'4862','1','0','1','N','141380','2013-04-01-00.00.00.0000','1','741024'
'4863','2','0','1','J','141381','2013-04-01-00.00.00.0000','1','741024'
'4864','3','0','1','N','141382','2013-04-01-00.00.00.0000','2','741024'
'4865','4','0','1','J','141383','2013-04-01-00.00.00.0000','2','741024'
'4866','5','1','999','N','141384','2013-04-01-00.00.00.0000','4','741024'
'4867','6','1','999','J','141385','2013-04-01-00.00.00.0000','4','741024'
'4868','1','0','1','N','141392','2013-04-01-00.00.00.0000','2','741025'
'4869','2','0','1','J','141393','2013-04-01-00.00.00.0000','2','741025'
'4870','3','1','999','N','141394','2013-04-01-00.00.00.0000','4','741025'
'4871','4','1','999','J','141395','2013-04-01-00.00.00.0000','4','741025'
'4872','1','0','3','N','141402','2013-04-01-00.00.00.0000','2','741027'
'4873','2','0','3','J','141403','2013-04-01-00.00.00.0000','2','741027'
'4874','3','3','999','N','141404','2013-04-01-00.00.00.0000','5','741027'
'4875','4','3','999','J','141405','2013-04-01-00.00.00.0000','5','741027'
'4876','1','0','3','N','141412','2013-04-01-00.00.00.0000','2','741029'
'4877','2','0','3','J','141413','2013-04-01-00.00.00.0000','2','741029'
'4878','3','3','999','N','141414','2013-04-01-00.00.00.0000','5','741029'
'4879','4','3','999','J','141415','2013-04-01-00.00.00.0000','5','741029'
'4880','1','0','3','N','141422','2013-04-01-00.00.00.0000','2','741030'
'4881','2','0','3','J','141423','2013-04-01-00.00.00.0000','2','741030'
'4882','3','3','999','N','141424','2013-04-01-00.00.00.0000','5','741030'
'4883','4','3','999','J','141425','2013-04-01-00.00.00.0000','5','741030'
'4884','1','0','1','N','141430','2013-04-01-00.00.00.0000','1','741023'
'4885','2','0','1','J','141431','2013-04-01-00.00.00.0000','1','741023'
'4886','3','0','1','N','141432','2013-04-01-00.00.00.0000','2','741023'
'4887','4','0','1','J','141433','2013-04-01-00.00.00.0000','2','741023'
'4888','5','1','999','N','141434','2013-04-01-00.00.00.0000','4','741023'
'4889','6','1','999','J','141435','2013-04-01-00.00.00.0000','4','741023'
'4890','3','16','20','N','141636','2013-04-01-00.00.00.0000','','741000'
'4891','4','21','25','N','141637','2013-04-01-00.00.00.0000','','741000'
'4892','5','26','30','N','141638','2013-04-01-00.00.00.0000','','741000'
'4893','6','31','40','N','141639','2013-04-01-00.00.00.0000','','741000'
'4894','7','41','50','N','141640','2013-04-01-00.00.00.0000','','741000'
'4895','8','51','60','N','141641','2013-04-01-00.00.00.0000','','741000'
'4896','9','61','999','N','141642','2013-04-01-00.00.00.0000','','741000'
'4897','2','11','15','N','141644','2013-04-01-00.00.00.0000','','741001'
'4898','3','16','20','N','141645','2013-04-01-00.00.00.0000','','741001'
'4899','4','21','25','N','141646','2013-04-01-00.00.00.0000','','741001'
'4900','5','26','30','N','141647','2013-04-01-00.00.00.0000','','741001'
'4901','6','31','40','N','141648','2013-04-01-00.00.00.0000','','741001'
'4902','7','41','50','N','141649','2013-04-01-00.00.00.0000','','741001'
'4903','8','51','60','N','141650','2013-04-01-00.00.00.0000','','741001'
'4904','9','61','999','N','141651','2013-04-01-00.00.00.0000','','741001'
'4905','4','21','25','N','141654','2013-04-01-00.00.00.0000','','741002'
'4906','5','26','30','N','141655','2013-04-01-00.00.00.0000','','741002'
'4907','6','31','40','N','141656','2013-04-01-00.00.00.0000','','741002'
'4908','7','41','50','N','141657','2013-04-01-00.00.00.0000','','741002'
'4909','8','51','60','N','141658','2013-04-01-00.00.00.0000','','741002'
'4910','9','61','70','N','141659','2013-04-01-00.00.00.0000','','741002'
'4911','10','71','999','N','141660','2013-04-01-00.00.00.0000','','741002'
'4912','3','16','20','N','141665','2013-04-01-00.00.00.0000','','741003'
'4913','4','21','25','N','141666','2013-04-01-00.00.00.0000','','741003'
'4914','5','26','30','N','141667','2013-04-01-00.00.00.0000','','741003'
'4915','6','31','40','N','141668','2013-04-01-00.00.00.0000','','741003'
'4916','7','41','50','N','141669','2013-04-01-00.00.00.0000','','741003'
'4917','8','51','60','N','141670','2013-04-01-00.00.00.0000','','741003'
'4918','9','60','999','N','141671','2013-04-01-00.00.00.0000','','741003'
'4919','3','16','20','N','141677','2013-04-01-00.00.00.0000','','741004'
'4920','4','21','25','N','141678','2013-04-01-00.00.00.0000','','741004'
'4921','5','26','30','N','141679','2013-04-01-00.00.00.0000','','741004'
'4922','6','31','40','N','141680','2013-04-01-00.00.00.0000','','741004'
'4923','7','41','50','N','141681','2013-04-01-00.00.00.0000','','741004'
'4924','8','51','60','N','141682','2013-04-01-00.00.00.0000','','741004'
'4925','9','60','999','N','141683','2013-04-01-00.00.00.0000','','741004'
'4926','2','11','15','N','141686','2013-04-01-00.00.00.0000','','741005'
'4927','3','16','20','N','141689','2013-04-01-00.00.00.0000','','741005'
'4928','4','21','25','N','141690','2013-04-01-00.00.00.0000','','741005'
'4929','5','26','30','N','141691','2013-04-01-00.00.00.0000','','741005'
'4930','6','31','40','N','141692','2013-04-01-00.00.00.0000','','741005'
'4931','7','41','50','N','141693','2013-04-01-00.00.00.0000','','741005'
'4932','8','51','60','N','141694','2013-04-01-00.00.00.0000','','741005'
'4933','9','61','999','N','141695','2013-04-01-00.00.00.0000','','741005'
'4934','3','16','20','N','141702','2013-04-01-00.00.00.0000','','741006'
'4935','4','21','25','N','141703','2013-04-01-00.00.00.0000','','741006'
'4936','5','26','30','N','141704','2013-04-01-00.00.00.0000','','741006'
'4937','6','31','40','N','141705','2013-04-01-00.00.00.0000','','741006'
'4938','7','41','50','N','141706','2013-04-01-00.00.00.0000','','741006'
'4939','8','51','60','N','141707','2013-04-01-00.00.00.0000','','741006'
'4940','9','61','999','N','141708','2013-04-01-00.00.00.0000','','741006'
'4941','4','21','25','N','141712','2013-04-01-00.00.00.0000','','741007'
'4942','5','26','30','N','141713','2013-04-01-00.00.00.0000','','741007'
'4943','6','31','40','N','141714','2013-04-01-00.00.00.0000','','741007'
'4944','7','41','50','N','141715','2013-04-01-00.00.00.0000','','741007'
'4945','8','51','60','N','141716','2013-04-01-00.00.00.0000','','741007'
'4946','9','61','70','N','141717','2013-04-01-00.00.00.0000','','741007'
'4947','10','71','999','N','141718','2013-04-01-00.00.00.0000','','741007'
'4948','4','21','25','N','141721','2013-04-01-00.00.00.0000','','741008'
'4949','5','26','30','N','141722','2013-04-01-00.00.00.0000','','741008'
'4950','6','31','40','N','141723','2013-04-01-00.00.00.0000','','741008'
'4951','7','41','50','N','141724','2013-04-01-00.00.00.0000','','741008'
'4952','8','51','60','N','141725','2013-04-01-00.00.00.0000','','741008'
'4953','9','61','70','N','141726','2013-04-01-00.00.00.0000','','741008'
'4954','10','71','999','N','141727','2013-04-01-00.00.00.0000','','741008'
'4955','1','0','10','N','142118','2013-04-01-00.00.00.0000','','742000'
'4956','2','11','15','N','142119','2013-04-01-00.00.00.0000','','742000'
'4957','1','0','10','N','142124','2013-04-01-00.00.00.0000','','742001'
'4958','1','0','10','N','142130','2013-04-01-00.00.00.0000','','742002'
'4959','2','11','15','N','142131','2013-04-01-00.00.00.0000','','742002'
'4960','3','16','20','N','142132','2013-04-01-00.00.00.0000','','742002'
'4961','1','0','1','N','142202','2013-04-01-00.00.00.0000','2','742100'
'4962','2','0','1','J','142203','2013-04-01-00.00.00.0000','2','742100'
'4963','3','1','999','N','142204','2013-04-01-00.00.00.0000','5','742100'
'4964','4','1','999','J','142205','2013-04-01-00.00.00.0000','5','742100'
'4965','1','0','1','N','142212','2013-04-01-00.00.00.0000','2','742101'
'4966','2','0','1','J','142213','2013-04-01-00.00.00.0000','2','742101'
'4967','3','1','999','N','142214','2013-04-01-00.00.00.0000','5','742101'
'4968','4','1','999','J','142215','2013-04-01-00.00.00.0000','5','742101'
'4969','1','0','1','N','142222','2013-04-01-00.00.00.0000','2','742102'
'4970','2','0','1','J','142223','2013-04-01-00.00.00.0000','2','742102'
'4971','3','1','999','N','142224','2013-04-01-00.00.00.0000','5','742102'
'4972','4','1','999','J','142225','2013-04-01-00.00.00.0000','5','742102'
'4973','1','0','1','N','142232','2013-04-01-00.00.00.0000','2','742103'
'4974','2','0','1','J','142233','2013-04-01-00.00.00.0000','2','742103'
'4975','3','1','999','N','142234','2013-04-01-00.00.00.0000','5','742103'
'4976','4','1','999','J','142235','2013-04-01-00.00.00.0000','5','742103'
'4977','1','0','1','N','142242','2013-04-01-00.00.00.0000','2','742104'
'4978','2','0','1','J','142243','2013-04-01-00.00.00.0000','2','742104'
'4979','3','1','999','N','142244','2013-04-01-00.00.00.0000','5','742104'
'4980','4','1','999','J','142245','2013-04-01-00.00.00.0000','5','742104'
'4981','1','0','3','N','142252','2013-04-01-00.00.00.0000','2','742105'
'4982','2','0','3','J','142253','2013-04-01-00.00.00.0000','2','742105'
'4983','3','3','999','N','142254','2013-04-01-00.00.00.0000','5','742105'
'4984','4','3','999','J','142255','2013-04-01-00.00.00.0000','5','742105'
'4985','1','0','3','N','142262','2013-04-01-00.00.00.0000','2','742106'
'4986','2','0','3','J','142263','2013-04-01-00.00.00.0000','2','742106'
'4987','3','3','999','N','142264','2013-04-01-00.00.00.0000','5','742106'
'4988','4','3','999','J','142265','2013-04-01-00.00.00.0000','5','742106'
'4989','1','0','3','N','142272','2013-04-01-00.00.00.0000','2','742107'
'4990','2','0','3','J','142273','2013-04-01-00.00.00.0000','2','742107'
'4991','3','3','999','N','142274','2013-04-01-00.00.00.0000','5','742107'
'4992','4','3','999','J','142275','2013-04-01-00.00.00.0000','5','742107'
'4993','3','16','20','N','142606','2013-04-01-00.00.00.0000','','742000'
'4994','4','21','25','N','142607','2013-04-01-00.00.00.0000','','742000'
'4995','5','26','30','N','142608','2013-04-01-00.00.00.0000','','742000'
'4996','6','31','40','N','142609','2013-04-01-00.00.00.0000','','742000'
'4997','7','41','50','N','142610','2013-04-01-00.00.00.0000','','742000'
'4998','8','51','60','N','142611','2013-04-01-00.00.00.0000','','742000'
'4999','9','61','999','N','142612','2013-04-01-00.00.00.0000','','742000'
'5000','2','11','15','N','142617','2013-04-01-00.00.00.0000','','742001'
'5001','3','16','20','N','142618','2013-04-01-00.00.00.0000','','742001'
'5002','4','21','25','N','142619','2013-04-01-00.00.00.0000','','742001'
'5003','5','26','30','N','142620','2013-04-01-00.00.00.0000','','742001'
'5004','6','31','40','N','142621','2013-04-01-00.00.00.0000','','742001'
'5005','7','41','50','N','142622','2013-04-01-00.00.00.0000','','742001'
'5006','8','51','60','N','142623','2013-04-01-00.00.00.0000','','742001'
'5007','9','61','999','N','142624','2013-04-01-00.00.00.0000','','742001'
'5008','4','21','25','N','142630','2013-04-01-00.00.00.0000','','742002'
'5009','5','26','30','N','142631','2013-04-01-00.00.00.0000','','742002'
'5010','6','31','40','N','142632','2013-04-01-00.00.00.0000','','742002'
'5011','7','41','50','N','142633','2013-04-01-00.00.00.0000','','742002'
'5012','8','51','60','N','142634','2013-04-01-00.00.00.0000','','742002'
'5013','9','61','70','N','142635','2013-04-01-00.00.00.0000','','742002'
'5014','10','71','999','N','142636','2013-04-01-00.00.00.0000','','742002'
'5015','1','2','5','N','331130','2013-04-01-00.00.00.0000','','731000'
'5016','1','2','5','N','331148','2013-04-01-00.00.00.0000','','731003'
'5017','1','2','5','N','331166','2013-04-01-00.00.00.0000','','731010'
'5018','1','2','5','N','331178','2013-04-01-00.00.00.0000','','731012'
'5019','1','5','10','N','331190','2013-04-01-00.00.00.0000','','731020'
'5020','2','10','15','N','331191','2013-04-01-00.00.00.0000','','731020'
'5021','3','15','20','N','331192','2013-04-01-00.00.00.0000','','731020'
'5022','1','5','10','N','331208','2013-04-01-00.00.00.0000','','731023'
'5023','2','10','15','N','331209','2013-04-01-00.00.00.0000','','731023'
'5024','3','15','20','N','331210','2013-04-01-00.00.00.0000','','731023'
'5025','1','5','10','N','331226','2013-04-01-00.00.00.0000','','731030'
'5026','2','10','15','N','331227','2013-04-01-00.00.00.0000','','731030'
'5027','3','15','20','N','331228','2013-04-01-00.00.00.0000','','731030'
'5028','1','5','10','N','331238','2013-04-01-00.00.00.0000','','731032'
'5029','2','10','15','N','331239','2013-04-01-00.00.00.0000','','731032'
'5030','3','15','20','N','331240','2013-04-01-00.00.00.0000','','731032'
'5031','1','2','5','N','331248','2013-04-01-00.00.00.0000','','731040'
'5032','1','2','5','N','331260','2013-04-01-00.00.00.0000','','731042'
'5033','1','5','10','N','331272','2013-04-01-00.00.00.0000','','731050'
'5034','2','10','15','N','331273','2013-04-01-00.00.00.0000','','731050'
'5035','3','15','20','N','331274','2013-04-01-00.00.00.0000','','731050'
'5036','1','5','10','N','331284','2013-04-01-00.00.00.0000','','731052'
'5037','2','10','15','N','331285','2013-04-01-00.00.00.0000','','731052'
'5038','3','15','20','N','331286','2013-04-01-00.00.00.0000','','731052'
'5039','2','5','10','N','331784','2013-04-01-00.00.00.0000','','731000'
'5040','3','10','15','N','331785','2013-04-01-00.00.00.0000','','731000'
'5041','4','15','20','N','331786','2013-04-01-00.00.00.0000','','731000'
'5042','5','20','25','N','331787','2013-04-01-00.00.00.0000','','731000'
'5043','6','25','999','N','331788','2013-04-01-00.00.00.0000','','731000'
'5044','1','5','10','N','331790','2013-04-01-00.00.00.0000','','731001'
'5045','2','10','15','N','331791','2013-04-01-00.00.00.0000','','731001'
'5046','3','15','20','N','331792','2013-04-01-00.00.00.0000','','731001'
'5047','4','20','25','N','331793','2013-04-01-00.00.00.0000','','731001'
'5048','5','25','999','N','331794','2013-04-01-00.00.00.0000','','731001'
'5049','1','5','10','N','331796','2013-04-01-00.00.00.0000','','731002'
'5050','2','10','15','N','331797','2013-04-01-00.00.00.0000','','731002'
'5051','3','15','20','N','331798','2013-04-01-00.00.00.0000','','731002'
'5052','4','20','25','N','331799','2013-04-01-00.00.00.0000','','731002'
'5053','5','25','999','N','331800','2013-04-01-00.00.00.0000','','731002'
'5054','2','5','10','N','331802','2013-04-01-00.00.00.0000','','731003'
'5055','3','10','15','N','331803','2013-04-01-00.00.00.0000','','731003'
'5056','4','15','20','N','331804','2013-04-01-00.00.00.0000','','731003'
'5057','5','20','25','N','331805','2013-04-01-00.00.00.0000','','731003'
'5058','6','25','999','N','331806','2013-04-01-00.00.00.0000','','731003'
'5059','1','5','10','N','331808','2013-04-01-00.00.00.0000','','731004'
'5060','2','10','15','N','331809','2013-04-01-00.00.00.0000','','731004'
'5061','3','15','20','N','331810','2013-04-01-00.00.00.0000','','731004'
'5062','4','20','25','N','331811','2013-04-01-00.00.00.0000','','731004'
'5063','5','25','999','N','331812','2013-04-01-00.00.00.0000','','731004'
'5064','1','5','10','N','331814','2013-04-01-00.00.00.0000','','731005'
'5065','2','10','15','N','331815','2013-04-01-00.00.00.0000','','731005'
'5066','3','15','20','N','331816','2013-04-01-00.00.00.0000','','731005'
'5067','4','20','25','N','331817','2013-04-01-00.00.00.0000','','731005'
'5068','5','25','999','N','331818','2013-04-01-00.00.00.0000','','731005'
'5069','2','5','10','N','331820','2013-04-01-00.00.00.0000','','731010'
'5070','3','10','15','N','331821','2013-04-01-00.00.00.0000','','731010'
'5071','4','15','20','N','331822','2013-04-01-00.00.00.0000','','731010'
'5072','5','20','25','N','331823','2013-04-01-00.00.00.0000','','731010'
'5073','6','25','999','N','331824','2013-04-01-00.00.00.0000','','731010'
'5074','1','5','10','N','331826','2013-04-01-00.00.00.0000','','731011'
'5075','2','10','15','N','331827','2013-04-01-00.00.00.0000','','731011'
'5076','3','15','20','N','331828','2013-04-01-00.00.00.0000','','731011'
'5077','4','20','25','N','331829','2013-04-01-00.00.00.0000','','731011'
'5078','5','25','999','N','331830','2013-04-01-00.00.00.0000','','731011'
'5079','2','5','10','N','331832','2013-04-01-00.00.00.0000','','731012'
'5080','3','10','15','N','331833','2013-04-01-00.00.00.0000','','731012'
'5081','4','15','20','N','331834','2013-04-01-00.00.00.0000','','731012'
'5082','5','20','25','N','331835','2013-04-01-00.00.00.0000','','731012'
'5083','6','25','999','N','331836','2013-04-01-00.00.00.0000','','731012'
'5084','1','5','10','N','331838','2013-04-01-00.00.00.0000','','731013'
'5085','2','10','15','N','331839','2013-04-01-00.00.00.0000','','731013'
'5086','3','15','20','N','331840','2013-04-01-00.00.00.0000','','731013'
'5087','4','20','25','N','331841','2013-04-01-00.00.00.0000','','731013'
'5088','5','25','999','N','331842','2013-04-01-00.00.00.0000','','731013'
'5089','4','20','25','N','331844','2013-04-01-00.00.00.0000','','731020'
'5090','5','25','30','N','331845','2013-04-01-00.00.00.0000','','731020'
'5091','6','30','999','N','331846','2013-04-01-00.00.00.0000','','731020'
'5092','1','20','25','N','331848','2013-04-01-00.00.00.0000','','731021'
'5093','2','25','30','N','331849','2013-04-01-00.00.00.0000','','731021'
'5094','3','30','999','N','331850','2013-04-01-00.00.00.0000','','731021'
'5095','1','20','25','N','331852','2013-04-01-00.00.00.0000','','731022'
'5096','2','25','30','N','331853','2013-04-01-00.00.00.0000','','731022'
'5097','3','30','999','N','331854','2013-04-01-00.00.00.0000','','731022'
'5098','4','20','25','N','331856','2013-04-01-00.00.00.0000','','731023'
'5099','5','25','30','N','331857','2013-04-01-00.00.00.0000','','731023'
'5100','6','30','999','N','331858','2013-04-01-00.00.00.0000','','731023'
'5101','1','20','25','N','331860','2013-04-01-00.00.00.0000','','731024'
'5102','2','25','30','N','331861','2013-04-01-00.00.00.0000','','731024'
'5103','3','30','999','N','331862','2013-04-01-00.00.00.0000','','731024'
'5104','1','20','25','N','331864','2013-04-01-00.00.00.0000','','731025'
'5105','2','25','30','N','331865','2013-04-01-00.00.00.0000','','731025'
'5106','3','30','999','N','331866','2013-04-01-00.00.00.0000','','731025'
'5107','4','20','25','N','331868','2013-04-01-00.00.00.0000','','731030'
'5108','5','25','30','N','331869','2013-04-01-00.00.00.0000','','731030'
'5109','6','30','999','N','331870','2013-04-01-00.00.00.0000','','731030'
'5110','1','20','25','N','331874','2013-04-01-00.00.00.0000','','731031'
'5111','2','25','30','N','331875','2013-04-01-00.00.00.0000','','731031'
'5112','3','30','999','N','331876','2013-04-01-00.00.00.0000','','731031'
'5113','4','20','25','N','331880','2013-04-01-00.00.00.0000','','731032'
'5114','5','25','30','N','331881','2013-04-01-00.00.00.0000','','731032'
'5115','6','30','999','N','331882','2013-04-01-00.00.00.0000','','731032'
'5116','1','20','25','N','331886','2013-04-01-00.00.00.0000','','731033'
'5117','2','25','30','N','331887','2013-04-01-00.00.00.0000','','731033'
'5118','3','30','999','N','331888','2013-04-01-00.00.00.0000','','731033'
'5119','2','5','10','N','331892','2013-04-01-00.00.00.0000','','731040'
'5120','3','10','15','N','331893','2013-04-01-00.00.00.0000','','731040'
'5121','4','15','20','N','331894','2013-04-01-00.00.00.0000','','731040'
'5122','5','20','25','N','331895','2013-04-01-00.00.00.0000','','731040'
'5123','6','25','999','N','331896','2013-04-01-00.00.00.0000','','731040'
'5124','1','5','10','N','331898','2013-04-01-00.00.00.0000','','731041'
'5125','2','10','15','N','331899','2013-04-01-00.00.00.0000','','731041'
'5126','3','15','20','N','331900','2013-04-01-00.00.00.0000','','731041'
'5127','4','20','25','N','331901','2013-04-01-00.00.00.0000','','731041'
'5128','5','25','999','N','331902','2013-04-01-00.00.00.0000','','731041'
'5129','2','5','10','N','331904','2013-04-01-00.00.00.0000','','731042'
'5130','3','10','15','N','331905','2013-04-01-00.00.00.0000','','731042'
'5131','4','15','20','N','331906','2013-04-01-00.00.00.0000','','731042'
'5132','5','20','25','N','331907','2013-04-01-00.00.00.0000','','731042'
'5133','6','25','999','N','331908','2013-04-01-00.00.00.0000','','731042'
'5134','1','5','10','N','331910','2013-04-01-00.00.00.0000','','731043'
'5135','2','10','15','N','331911','2013-04-01-00.00.00.0000','','731043'
'5136','3','15','20','N','331912','2013-04-01-00.00.00.0000','','731043'
'5137','4','20','25','N','331913','2013-04-01-00.00.00.0000','','731043'
'5138','5','25','999','N','331914','2013-04-01-00.00.00.0000','','731043'
'5139','4','20','25','N','331916','2013-04-01-00.00.00.0000','','731050'
'5140','5','25','30','N','331917','2013-04-01-00.00.00.0000','','731050'
'5141','6','30','999','N','331918','2013-04-01-00.00.00.0000','','731050'
'5142','1','20','25','N','331922','2013-04-01-00.00.00.0000','','731051'
'5143','2','25','30','N','331923','2013-04-01-00.00.00.0000','','731051'
'5144','3','30','999','N','331924','2013-04-01-00.00.00.0000','','731051'
'5145','4','20','25','N','331928','2013-04-01-00.00.00.0000','','731052'
'5146','5','25','30','N','331929','2013-04-01-00.00.00.0000','','731052'
'5147','6','30','999','N','331930','2013-04-01-00.00.00.0000','','731052'
'5148','1','20','25','N','331934','2013-04-01-00.00.00.0000','','731053'
'5149','2','25','30','N','331935','2013-04-01-00.00.00.0000','','731053'
'5150','3','30','999','N','331936','2013-04-01-00.00.00.0000','','731053'
'5151','1','2','5','N','334100','2013-04-01-00.00.00.0000','','734000'
'5152','1','2','5','N','334118','2013-04-01-00.00.00.0000','','734003'
'5153','1','2','5','N','334136','2013-04-01-00.00.00.0000','','734010'
'5154','1','2','5','N','334148','2013-04-01-00.00.00.0000','','734012'
'5155','1','5','10','N','334160','2013-04-01-00.00.00.0000','','734020'
'5156','2','10','15','N','334161','2013-04-01-00.00.00.0000','','734020'
'5157','3','15','20','N','334162','2013-04-01-00.00.00.0000','','734020'
'5158','1','5','10','N','334178','2013-04-01-00.00.00.0000','','734023'
'5159','2','10','15','N','334179','2013-04-01-00.00.00.0000','','734023'
'5160','3','15','20','N','334180','2013-04-01-00.00.00.0000','','734023'
'5161','1','5','10','N','334196','2013-04-01-00.00.00.0000','','734030'
'5162','2','10','15','N','334197','2013-04-01-00.00.00.0000','','734030'
'5163','3','15','20','N','334198','2013-04-01-00.00.00.0000','','734030'
'5164','1','5','10','N','334208','2013-04-01-00.00.00.0000','','734032'
'5165','2','10','15','N','334209','2013-04-01-00.00.00.0000','','734032'
'5166','3','15','20','N','334210','2013-04-01-00.00.00.0000','','734032'
'5167','1','2','5','N','334220','2013-04-01-00.00.00.0000','','734040'
'5168','1','2','5','N','334232','2013-04-01-00.00.00.0000','','734042'
'5169','1','5','10','N','334244','2013-04-01-00.00.00.0000','','734050'
'5170','2','10','15','N','334245','2013-04-01-00.00.00.0000','','734050'
'5171','3','15','20','N','334246','2013-04-01-00.00.00.0000','','734050'
'5172','1','5','10','N','334256','2013-04-01-00.00.00.0000','','734052'
'5173','2','10','15','N','334257','2013-04-01-00.00.00.0000','','734052'
'5174','3','15','20','N','334258','2013-04-01-00.00.00.0000','','734052'
'5175','1','2','5','N','334268','2013-04-01-00.00.00.0000','','734060'
'5176','1','2','5','N','334286','2013-04-01-00.00.00.0000','','734063'
'5177','1','2','5','N','334304','2013-04-01-00.00.00.0000','','734070'
'5178','1','2','5','N','334316','2013-04-01-00.00.00.0000','','734072'
'5179','1','2','5','N','334328','2013-04-01-00.00.00.0000','','734080'
'5180','1','2','5','N','334340','2013-04-01-00.00.00.0000','','734082'
'5181','2','5','10','N','334600','2013-04-01-00.00.00.0000','','734000'
'5182','3','10','15','N','334601','2013-04-01-00.00.00.0000','','734000'
'5183','4','15','20','N','334602','2013-04-01-00.00.00.0000','','734000'
'5184','5','20','25','N','334603','2013-04-01-00.00.00.0000','','734000'
'5185','6','25','30','N','334604','2013-04-01-00.00.00.0000','','734000'
'5186','7','30','999','N','334605','2013-04-01-00.00.00.0000','','734000'
'5187','1','5','10','N','334606','2013-04-01-00.00.00.0000','','734001'
'5188','2','10','15','N','334607','2013-04-01-00.00.00.0000','','734001'
'5189','3','15','20','N','334608','2013-04-01-00.00.00.0000','','734001'
'5190','4','20','25','N','334609','2013-04-01-00.00.00.0000','','734001'
'5191','5','25','30','N','334610','2013-04-01-00.00.00.0000','','734001'
'5192','6','30','999','N','334611','2013-04-01-00.00.00.0000','','734001'
'5193','1','5','10','N','334612','2013-04-01-00.00.00.0000','','734002'
'5194','2','10','15','N','334613','2013-04-01-00.00.00.0000','','734002'
'5195','3','15','20','N','334614','2013-04-01-00.00.00.0000','','734002'
'5196','4','20','25','N','334615','2013-04-01-00.00.00.0000','','734002'
'5197','5','25','30','N','334616','2013-04-01-00.00.00.0000','','734002'
'5198','6','30','999','N','334617','2013-04-01-00.00.00.0000','','734002'
'5199','2','5','10','N','334618','2013-04-01-00.00.00.0000','','734003'
'5200','3','10','15','N','334619','2013-04-01-00.00.00.0000','','734003'
'5201','4','15','20','N','334620','2013-04-01-00.00.00.0000','','734003'
'5202','5','20','25','N','334621','2013-04-01-00.00.00.0000','','734003'
'5203','6','25','30','N','334622','2013-04-01-00.00.00.0000','','734003'
'5204','7','30','999','N','334623','2013-04-01-00.00.00.0000','','734003'
'5205','1','5','10','N','334624','2013-04-01-00.00.00.0000','','734004'
'5206','2','10','15','N','334625','2013-04-01-00.00.00.0000','','734004'
'5207','3','15','20','N','334626','2013-04-01-00.00.00.0000','','734004'
'5208','4','20','25','N','334627','2013-04-01-00.00.00.0000','','734004'
'5209','5','25','30','N','334628','2013-04-01-00.00.00.0000','','734004'
'5210','6','30','999','N','334629','2013-04-01-00.00.00.0000','','734004'
'5211','1','5','10','N','334630','2013-04-01-00.00.00.0000','','734005'
'5212','2','10','15','N','334631','2013-04-01-00.00.00.0000','','734005'
'5213','3','15','20','N','334632','2013-04-01-00.00.00.0000','','734005'
'5214','4','20','25','N','334633','2013-04-01-00.00.00.0000','','734005'
'5215','5','25','30','N','334634','2013-04-01-00.00.00.0000','','734005'
'5216','6','30','999','N','334635','2013-04-01-00.00.00.0000','','734005'
