hatKennzeichnung,gehoertZuTatbestandBE
'11','118692','2014-05-01-00.00.00.0000'
'0','118696','2014-05-01-00.00.00.0000'
'21','118697','2014-05-01-00.00.00.0000'
'11','118698','2014-05-01-00.00.00.0000'
'1','118704','2014-05-01-00.00.00.0000'
'1','118705','2014-05-01-00.00.00.0000'
'1','118706','2014-05-01-00.00.00.0000'
'0','118712','2014-05-01-00.00.00.0000'
'0','119100','2014-05-01-00.00.00.0000'
'3','119600','2014-05-01-00.00.00.0000'
'0','119606','2014-05-01-00.00.00.0000'
'21','119607','2014-05-01-00.00.00.0000'
'11','119608','2014-05-01-00.00.00.0000'
'0','119612','2014-05-01-00.00.00.0000'
'0','119613','2014-05-01-00.00.00.0000'
'11','119614','2014-05-01-00.00.00.0000'
'0','119618','2014-05-01-00.00.00.0000'
'21','119619','2014-05-01-00.00.00.0000'
'11','119620','2014-05-01-00.00.00.0000'
'7','119624','2014-05-01-00.00.00.0000'
'21','119625','2014-05-01-00.00.00.0000'
'7','119626','2014-05-01-00.00.00.0000'
'0','119627','2014-05-01-00.00.00.0000'
'21','119628','2014-05-01-00.00.00.0000'
'11','119629','2014-05-01-00.00.00.0000'
'0','119630','2014-05-01-00.00.00.0000'
'0','119636','2014-05-01-00.00.00.0000'
'3','120100','2014-05-01-00.00.00.0000'
'3','120106','2014-05-01-00.00.00.0000'
'3','120107','2014-05-01-00.00.00.0000'
'3','120112','2014-05-01-00.00.00.0000'
'3','120113','2014-05-01-00.00.00.0000'
'3','120118','2014-05-01-00.00.00.0000'
'3','120124','2014-05-01-00.00.00.0000'
'3','120125','2014-05-01-00.00.00.0000'
'3','120130','2014-05-01-00.00.00.0000'
'3','120131','2014-05-01-00.00.00.0000'
'3','120132','2014-05-01-00.00.00.0000'
'3','120136','2014-05-01-00.00.00.0000'
'3','120137','2014-05-01-00.00.00.0000'
'3','120138','2014-05-01-00.00.00.0000'
'3','120142','2014-05-01-00.00.00.0000'
'3','120148','2014-05-01-00.00.00.0000'
'3','120154','2014-05-01-00.00.00.0000'
'3','120155','2014-05-01-00.00.00.0000'
'3','120160','2014-05-01-00.00.00.0000'
'3','120161','2014-05-01-00.00.00.0000'
'3','120166','2014-05-01-00.00.00.0000'
'3','120172','2014-05-01-00.00.00.0000'
'3','120173','2014-05-01-00.00.00.0000'
'3','120178','2014-05-01-00.00.00.0000'
'3','120179','2014-05-01-00.00.00.0000'
'3','120180','2014-05-01-00.00.00.0000'
'3','120184','2014-05-01-00.00.00.0000'
'3','120185','2014-05-01-00.00.00.0000'
'3','120186','2014-05-01-00.00.00.0000'
'0','120190','2014-05-01-00.00.00.0000'
'21','120191','2014-05-01-00.00.00.0000'
'11','120192','2014-05-01-00.00.00.0000'
'0','120196','2014-05-01-00.00.00.0000'
'21','120197','2014-05-01-00.00.00.0000'
'11','120198','2014-05-01-00.00.00.0000'
'0','120600','2014-05-01-00.00.00.0000'
'21','120601','2014-05-01-00.00.00.0000'
'0','120606','2014-05-01-00.00.00.0000'
'21','120607','2014-05-01-00.00.00.0000'
'0','120612','2014-05-01-00.00.00.0000'
'21','120613','2014-05-01-00.00.00.0000'
'3','120618','2014-05-01-00.00.00.0000'
'3','120619','2014-05-01-00.00.00.0000'
'3','120620','2014-05-01-00.00.00.0000'
'3','120621','2014-05-01-00.00.00.0000'
'3','120622','2014-05-01-00.00.00.0000'
'3','120623','2014-05-01-00.00.00.0000'
'3','120624','2014-05-01-00.00.00.0000'
'3','120630','2014-05-01-00.00.00.0000'
'3','120631','2014-05-01-00.00.00.0000'
'3','120632','2014-05-01-00.00.00.0000'
'3','120633','2014-05-01-00.00.00.0000'
'3','120634','2014-05-01-00.00.00.0000'
'3','120635','2014-05-01-00.00.00.0000'
'3','120636','2014-05-01-00.00.00.0000'
'3','120641','2014-05-01-00.00.00.0000'
'3','120642','2014-05-01-00.00.00.0000'
'3','120643','2014-05-01-00.00.00.0000'
'3','120644','2014-05-01-00.00.00.0000'
'3','120645','2014-05-01-00.00.00.0000'
'3','120646','2014-05-01-00.00.00.0000'
'3','120647','2014-05-01-00.00.00.0000'
'3','120648','2014-05-01-00.00.00.0000'
'3','120654','2014-05-01-00.00.00.0000'
'3','120655','2014-05-01-00.00.00.0000'
'3','120656','2014-05-01-00.00.00.0000'
'3','120657','2014-05-01-00.00.00.0000'
'3','120658','2014-05-01-00.00.00.0000'
'3','120659','2014-05-01-00.00.00.0000'
'3','120660','2014-05-01-00.00.00.0000'
'3','120666','2014-05-01-00.00.00.0000'
'3','120667','2014-05-01-00.00.00.0000'
'3','120668','2014-05-01-00.00.00.0000'
'3','120669','2014-05-01-00.00.00.0000'
'3','120670','2014-05-01-00.00.00.0000'
'3','120671','2014-05-01-00.00.00.0000'
'3','120672','2014-05-01-00.00.00.0000'
'3','120678','2014-05-01-00.00.00.0000'
'3','120679','2014-05-01-00.00.00.0000'
'3','120680','2014-05-01-00.00.00.0000'
'3','120681','2014-05-01-00.00.00.0000'
'3','120682','2014-05-01-00.00.00.0000'
'3','120683','2014-05-01-00.00.00.0000'
'3','120684','2014-05-01-00.00.00.0000'
'0','120690','2014-05-01-00.00.00.0000'
'0','120696','2014-05-01-00.00.00.0000'
'21','120702','2014-05-01-00.00.00.0000'
'0','120708','2014-05-01-00.00.00.0000'
'21','120714','2014-05-01-00.00.00.0000'
'0','120720','2014-05-01-00.00.00.0000'
'21','120726','2014-05-01-00.00.00.0000'
'0','120732','2014-05-01-00.00.00.0000'
'21','120738','2014-05-01-00.00.00.0000'
'0','120744','2014-05-01-00.00.00.0000'
'21','120750','2014-05-01-00.00.00.0000'
'0','120756','2014-05-01-00.00.00.0000'
'21','120762','2014-05-01-00.00.00.0000'
'3','120768','2014-05-01-00.00.00.0000'
'3','120769','2014-05-01-00.00.00.0000'
'3','120770','2014-05-01-00.00.00.0000'
'3','120771','2014-05-01-00.00.00.0000'
'3','120772','2014-05-01-00.00.00.0000'
'3','120773','2014-05-01-00.00.00.0000'
'3','120774','2014-05-01-00.00.00.0000'
'3','120778','2014-05-01-00.00.00.0000'
'3','120779','2014-05-01-00.00.00.0000'
'3','120780','2014-05-01-00.00.00.0000'
'3','120781','2014-05-01-00.00.00.0000'
'3','120782','2014-05-01-00.00.00.0000'
'3','120783','2014-05-01-00.00.00.0000'
'3','120784','2014-05-01-00.00.00.0000'
'3','120789','2014-05-01-00.00.00.0000'
'3','120790','2014-05-01-00.00.00.0000'
'3','120791','2014-05-01-00.00.00.0000'
'3','120792','2014-05-01-00.00.00.0000'
'3','120793','2014-05-01-00.00.00.0000'
'3','120794','2014-05-01-00.00.00.0000'
'3','120795','2014-05-01-00.00.00.0000'
'3','120796','2014-05-01-00.00.00.0000'
'3','120802','2014-05-01-00.00.00.0000'
'3','120803','2014-05-01-00.00.00.0000'
'3','120804','2014-05-01-00.00.00.0000'
'3','120805','2014-05-01-00.00.00.0000'
'3','120806','2014-05-01-00.00.00.0000'
'3','120807','2014-05-01-00.00.00.0000'
'3','120808','2014-05-01-00.00.00.0000'
'3','120814','2014-05-01-00.00.00.0000'
'3','120815','2014-05-01-00.00.00.0000'
'3','120816','2014-05-01-00.00.00.0000'
'3','120817','2014-05-01-00.00.00.0000'
'3','120818','2014-05-01-00.00.00.0000'
'3','120819','2014-05-01-00.00.00.0000'
'3','120820','2014-05-01-00.00.00.0000'
'3','120826','2014-05-01-00.00.00.0000'
'3','120827','2014-05-01-00.00.00.0000'
'3','120828','2014-05-01-00.00.00.0000'
'3','120829','2014-05-01-00.00.00.0000'
'3','120830','2014-05-01-00.00.00.0000'
'3','120831','2014-05-01-00.00.00.0000'
'3','120832','2014-05-01-00.00.00.0000'
'0','121100','2014-05-01-00.00.00.0000'
'0','121106','2014-05-01-00.00.00.0000'
'0','121112','2014-05-01-00.00.00.0000'
'0','121118','2014-05-01-00.00.00.0000'
'0','121124','2014-05-01-00.00.00.0000'
'0','121130','2014-05-01-00.00.00.0000'
'0','121136','2014-05-01-00.00.00.0000'
'0','121142','2014-05-01-00.00.00.0000'
'0','121148','2014-05-01-00.00.00.0000'
'0','121154','2014-05-01-00.00.00.0000'
'0','121160','2014-05-01-00.00.00.0000'
'0','121166','2014-05-01-00.00.00.0000'
'14','121172','2014-05-01-00.00.00.0000'
'15','121178','2014-05-01-00.00.00.0000'
'0','121182','2014-05-01-00.00.00.0000'
'0','121186','2014-05-01-00.00.00.0000'
'0','121600','2014-05-01-00.00.00.0000'
'0','121606','2014-05-01-00.00.00.0000'
'15','121612','2014-05-01-00.00.00.0000'
'15','121618','2014-05-01-00.00.00.0000'
'0','122100','2014-05-01-00.00.00.0000'
'0','122106','2014-05-01-00.00.00.0000'
'0','122112','2014-05-01-00.00.00.0000'
'0','122118','2014-05-01-00.00.00.0000'
'0','122124','2014-05-01-00.00.00.0000'
'0','122130','2014-05-01-00.00.00.0000'
'0','122136','2014-05-01-00.00.00.0000'
'0','122142','2014-05-01-00.00.00.0000'
'0','122148','2014-05-01-00.00.00.0000'
'0','122154','2014-05-01-00.00.00.0000'
'0','122160','2014-05-01-00.00.00.0000'
'0','122166','2014-05-01-00.00.00.0000'
'0','122172','2014-05-01-00.00.00.0000'
'0','122600','2014-05-01-00.00.00.0000'
'21','122602','2014-05-01-00.00.00.0000'
'11','122603','2014-05-01-00.00.00.0000'
'0','122606','2014-05-01-00.00.00.0000'
'21','122608','2014-05-01-00.00.00.0000'
'11','122609','2014-05-01-00.00.00.0000'
'0','123000','2014-05-01-00.00.00.0000'
'0','123006','2014-05-01-00.00.00.0000'
'0','123100','2014-05-01-00.00.00.0000'
'0','123106','2014-05-01-00.00.00.0000'
'0','123112','2014-05-01-00.00.00.0000'
'0','123118','2014-05-01-00.00.00.0000'
'0','123119','2014-05-01-00.00.00.0000'
'0','123130','2014-05-01-00.00.00.0000'
'0','123136','2014-05-01-00.00.00.0000'
'21','123137','2014-05-01-00.00.00.0000'
'11','123138','2014-05-01-00.00.00.0000'
'0','123142','2014-05-01-00.00.00.0000'
'21','123143','2014-05-01-00.00.00.0000'
'11','123144','2014-05-01-00.00.00.0000'
'0','123148','2014-05-01-00.00.00.0000'
'21','123149','2014-05-01-00.00.00.0000'
'11','123150','2014-05-01-00.00.00.0000'
'0','123166','2014-05-01-00.00.00.0000'
'22','123172','2014-05-01-00.00.00.0000'
'0','123600','2014-05-01-00.00.00.0000'
'0','123601','2014-05-01-00.00.00.0000'
'0','123606','2014-05-01-00.00.00.0000'
'11','123607','2014-05-01-00.00.00.0000'
'0','123612','2014-05-01-00.00.00.0000'
'11','123613','2014-05-01-00.00.00.0000'
'0','123618','2014-05-01-00.00.00.0000'
'0','123619','2014-05-01-00.00.00.0000'
'22','123624','2014-05-01-00.00.00.0000'
'0','125006','2014-05-01-00.00.00.0000'
'11','125007','2014-05-01-00.00.00.0000'
'17','125100','2014-05-01-00.00.00.0000'
'0','125106','2014-05-01-00.00.00.0000'
'21','125112','2014-05-01-00.00.00.0000'
'11','125113','2014-05-01-00.00.00.0000'
'0','126100','2014-05-01-00.00.00.0000'
'0','126600','2014-05-01-00.00.00.0000'
'21','126601','2014-05-01-00.00.00.0000'
'0','126606','2014-05-01-00.00.00.0000'
'21','126607','2014-05-01-00.00.00.0000'
'11','126608','2014-05-01-00.00.00.0000'
'0','126612','2014-05-01-00.00.00.0000'
'21','126613','2014-05-01-00.00.00.0000'
'11','126614','2014-05-01-00.00.00.0000'
'0','127000','2014-05-01-00.00.00.0000'
'0','127006','2014-05-01-00.00.00.0000'
'11','127007','2014-05-01-00.00.00.0000'
'0','127012','2014-05-01-00.00.00.0000'
'21','128000','2014-05-01-00.00.00.0000'
'11','128001','2014-05-01-00.00.00.0000'
'0','128006','2014-05-01-00.00.00.0000'
'0','129000','2014-05-01-00.00.00.0000'
'0','129506','2014-05-01-00.00.00.0000'
'0','129600','2014-05-01-00.00.00.0000'
'0','129606','2014-05-01-00.00.00.0000'
'0','129612','2014-05-01-00.00.00.0000'
'0','129618','2014-05-01-00.00.00.0000'
'0','129624','2014-05-01-00.00.00.0000'
'0','130100','2014-05-01-00.00.00.0000'
'0','130106','2014-05-01-00.00.00.0000'
'0','130112','2014-05-01-00.00.00.0000'
'0','130600','2014-05-01-00.00.00.0000'
'0','130606','2014-05-01-00.00.00.0000'
'11','131000','2014-05-01-00.00.00.0000'
'17','131000','2014-05-01-00.00.00.0000'
'11','131006','2014-05-01-00.00.00.0000'
'11','131012','2014-05-01-00.00.00.0000'
'17','131100','2014-05-01-00.00.00.0000'
'17','131101','2014-05-01-00.00.00.0000'
'17','131102','2014-05-01-00.00.00.0000'
'0','131106','2014-05-01-00.00.00.0000'
'0','131107','2014-05-01-00.00.00.0000'
'21','131108','2014-05-01-00.00.00.0000'
'0','131112','2014-05-01-00.00.00.0000'
'0','131113','2014-05-01-00.00.00.0000'
'21','131114','2014-05-01-00.00.00.0000'
'0','132100','2014-05-01-00.00.00.0000'
'0','132106','2014-05-01-00.00.00.0000'
'0','132112','2014-05-01-00.00.00.0000'
'0','132118','2014-05-01-00.00.00.0000'
'21','132600','2014-05-01-00.00.00.0000'
'21','132606','2014-05-01-00.00.00.0000'
'0','133000','2014-05-01-00.00.00.0000'
'0','133006','2014-05-01-00.00.00.0000'
'0','133012','2014-05-01-00.00.00.0000'
'0','133018','2014-05-01-00.00.00.0000'
'0','133024','2014-05-01-00.00.00.0000'
'0','134000','2014-05-01-00.00.00.0000'
'0','134006','2014-05-01-00.00.00.0000'
'0','134012','2014-05-01-00.00.00.0000'
'0','134018','2014-05-01-00.00.00.0000'
'0','134024','2014-05-01-00.00.00.0000'
'0','134030','2014-05-01-00.00.00.0000'
'0','134100','2014-05-01-00.00.00.0000'
'11','134101','2014-05-01-00.00.00.0000'
'0','134106','2014-05-01-00.00.00.0000'
'11','134107','2014-05-01-00.00.00.0000'
'0','134112','2014-05-01-00.00.00.0000'
'0','135000','2014-05-01-00.00.00.0000'
'0','135100','2014-05-01-00.00.00.0000'
'20','136000','2014-05-01-00.00.00.0000'
'20','136006','2014-05-01-00.00.00.0000'
'20','136100','2014-05-01-00.00.00.0000'
'20','136106','2014-05-01-00.00.00.0000'
'20','136112','2014-05-01-00.00.00.0000'
'20','136600','2014-05-01-00.00.00.0000'
'20','136606','2014-05-01-00.00.00.0000'
'11','136607','2014-05-01-00.00.00.0000'
'20','136607','2014-05-01-00.00.00.0000'
'20','136612','2014-05-01-00.00.00.0000'
'20','136618','2014-05-01-00.00.00.0000'
'20','136624','2014-05-01-00.00.00.0000'
'7','137000','2014-05-01-00.00.00.0000'
'7','137006','2014-05-01-00.00.00.0000'
'1','137010','2014-05-01-00.00.00.0000'
'1','137011','2014-05-01-00.00.00.0000'
'1','137012','2014-05-01-00.00.00.0000'
'1','137013','2014-05-01-00.00.00.0000'
'1','137014','2014-05-01-00.00.00.0000'
'1','137015','2014-05-01-00.00.00.0000'
'7','137100','2014-05-01-00.00.00.0000'
'7','137101','2014-05-01-00.00.00.0000'
'7','137106','2014-05-01-00.00.00.0000'
'7','137112','2014-05-01-00.00.00.0000'
'11','137500','2014-05-01-00.00.00.0000'
'11','137506','2014-05-01-00.00.00.0000'
'7','137600','2014-05-01-00.00.00.0000'
'7','137601','2014-05-01-00.00.00.0000'
'7','137602','2014-05-01-00.00.00.0000'
'7','137606','2014-05-01-00.00.00.0000'
'7','137612','2014-05-01-00.00.00.0000'
'7','137613','2014-05-01-00.00.00.0000'
'7','137614','2014-05-01-00.00.00.0000'
'7','137618','2014-05-01-00.00.00.0000'
'7','137619','2014-05-01-00.00.00.0000'
'7','137620','2014-05-01-00.00.00.0000'
'7','137624','2014-05-01-00.00.00.0000'
'7','137625','2014-05-01-00.00.00.0000'
'7','137626','2014-05-01-00.00.00.0000'
'7','137630','2014-05-01-00.00.00.0000'
'7','137631','2014-05-01-00.00.00.0000'
'7','137632','2014-05-01-00.00.00.0000'
'7','137636','2014-05-01-00.00.00.0000'
'7','137637','2014-05-01-00.00.00.0000'
'7','137638','2014-05-01-00.00.00.0000'
'7','137642','2014-05-01-00.00.00.0000'
'7','137648','2014-05-01-00.00.00.0000'
'7','137649','2014-05-01-00.00.00.0000'
'7','137650','2014-05-01-00.00.00.0000'
'0','138100','2014-05-01-00.00.00.0000'
'0','138106','2014-05-01-00.00.00.0000'
'0','138112','2014-05-01-00.00.00.0000'
'1','141000','2014-05-01-00.00.00.0000'
'1','141001','2014-05-01-00.00.00.0000'
'1','141003','2014-05-01-00.00.00.0000'
'1','141004','2014-05-01-00.00.00.0000'
'0','141006','2014-05-01-00.00.00.0000'
'0','141010','2014-05-01-00.00.00.0000'
'1','141015','2014-05-01-00.00.00.0000'
'1','141018','2014-05-01-00.00.00.0000'
'1','141020','2014-05-01-00.00.00.0000'
'1','141021','2014-05-01-00.00.00.0000'
'1','141022','2014-05-01-00.00.00.0000'
'1','141023','2014-05-01-00.00.00.0000'
'1','141024','2014-05-01-00.00.00.0000'
'1','141025','2014-05-01-00.00.00.0000'
'1','141030','2014-05-01-00.00.00.0000'
'1','141031','2014-05-01-00.00.00.0000'
'1','141042','2014-05-01-00.00.00.0000'
'1','141043','2014-05-01-00.00.00.0000'
'1','141044','2014-05-01-00.00.00.0000'
'1','141045','2014-05-01-00.00.00.0000'
'1','141050','2014-05-01-00.00.00.0000'
'1','141051','2014-05-01-00.00.00.0000'
'1','141056','2014-05-01-00.00.00.0000'
'1','141062','2014-05-01-00.00.00.0000'
'18','141062','2014-05-01-00.00.00.0000'
'1','141063','2014-05-01-00.00.00.0000'
'18','141063','2014-05-01-00.00.00.0000'
'1','141064','2014-05-01-00.00.00.0000'
'18','141064','2014-05-01-00.00.00.0000'
'1','141100','2014-05-01-00.00.00.0000'
'1','141101','2014-05-01-00.00.00.0000'
'1','141103','2014-05-01-00.00.00.0000'
'1','141104','2014-05-01-00.00.00.0000'
'1','141106','2014-05-01-00.00.00.0000'
'18','141106','2014-05-01-00.00.00.0000'
'1','141107','2014-05-01-00.00.00.0000'
'18','141107','2014-05-01-00.00.00.0000'
'1','141109','2014-05-01-00.00.00.0000'
'18','141109','2014-05-01-00.00.00.0000'
'1','141112','2014-05-01-00.00.00.0000'
'1','141113','2014-05-01-00.00.00.0000'
'1','141115','2014-05-01-00.00.00.0000'
'1','141116','2014-05-01-00.00.00.0000'
'1','141118','2014-05-01-00.00.00.0000'
'1','141119','2014-05-01-00.00.00.0000'
'1','141121','2014-05-01-00.00.00.0000'
'1','141122','2014-05-01-00.00.00.0000'
'0','141136','2014-05-01-00.00.00.0000'
'0','141139','2014-05-01-00.00.00.0000'
'21','141140','2014-05-01-00.00.00.0000'
'11','141141','2014-05-01-00.00.00.0000'
'0','141142','2014-05-01-00.00.00.0000'
'21','141143','2014-05-01-00.00.00.0000'
'11','141144','2014-05-01-00.00.00.0000'
'0','141145','2014-05-01-00.00.00.0000'
'21','141146','2014-05-01-00.00.00.0000'
'11','141147','2014-05-01-00.00.00.0000'
'0','141148','2014-05-01-00.00.00.0000'
'0','141149','2014-05-01-00.00.00.0000'
'0','141150','2014-05-01-00.00.00.0000'
'21','141151','2014-05-01-00.00.00.0000'
'11','141152','2014-05-01-00.00.00.0000'
'21','141153','2014-05-01-00.00.00.0000'
'0','141154','2014-05-01-00.00.00.0000'
'0','141155','2014-05-01-00.00.00.0000'
'21','141156','2014-05-01-00.00.00.0000'
'11','141157','2014-05-01-00.00.00.0000'
'0','141158','2014-05-01-00.00.00.0000'
'18','141160','2014-05-01-00.00.00.0000'
'0','141163','2014-05-01-00.00.00.0000'
'18','141166','2014-05-01-00.00.00.0000'
'0','141169','2014-05-01-00.00.00.0000'
'0','141170','2014-05-01-00.00.00.0000'
'21','141171','2014-05-01-00.00.00.0000'
'11','141172','2014-05-01-00.00.00.0000'
'18','141175','2014-05-01-00.00.00.0000'
'18','141176','2014-05-01-00.00.00.0000'
'18','141177','2014-05-01-00.00.00.0000'
'11','141178','2014-05-01-00.00.00.0000'
'18','141178','2014-05-01-00.00.00.0000'
'18','141181','2014-05-01-00.00.00.0000'
'0','141184','2014-05-01-00.00.00.0000'
'0','141187','2014-05-01-00.00.00.0000'
'0','141188','2014-05-01-00.00.00.0000'
'21','141189','2014-05-01-00.00.00.0000'
'11','141190','2014-05-01-00.00.00.0000'
'3','141196','2014-05-01-00.00.00.0000'
'3','141197','2014-05-01-00.00.00.0000'
'3','141198','2014-05-01-00.00.00.0000'
'0','141202','2014-05-01-00.00.00.0000'
'0','141203','2014-05-01-00.00.00.0000'
'0','141205','2014-05-01-00.00.00.0000'
'21','141206','2014-05-01-00.00.00.0000'
'11','141207','2014-05-01-00.00.00.0000'
'4','141208','2014-05-01-00.00.00.0000'
'18','141208','2014-05-01-00.00.00.0000'
'0','141211','2014-05-01-00.00.00.0000'
'3','141212','2014-05-01-00.00.00.0000'
'3','141213','2014-05-01-00.00.00.0000'
'3','141215','2014-05-01-00.00.00.0000'
'3','141218','2014-05-01-00.00.00.0000'
'3','141219','2014-05-01-00.00.00.0000'
'3','141220','2014-05-01-00.00.00.0000'
'3','141224','2014-05-01-00.00.00.0000'
'3','141225','2014-05-01-00.00.00.0000'
'3','141227','2014-05-01-00.00.00.0000'
'3','141228','2014-05-01-00.00.00.0000'
'3','141230','2014-05-01-00.00.00.0000'
'3','141233','2014-05-01-00.00.00.0000'
'3','141234','2014-05-01-00.00.00.0000'
'3','141236','2014-05-01-00.00.00.0000'
'3','141237','2014-05-01-00.00.00.0000'
'3','141238','2014-05-01-00.00.00.0000'
'3','141239','2014-05-01-00.00.00.0000'
'3','141240','2014-05-01-00.00.00.0000'
'3','141241','2014-05-01-00.00.00.0000'
'1','141245','2014-05-01-00.00.00.0000'
'0','141251','2014-05-01-00.00.00.0000'
'11','141252','2014-05-01-00.00.00.0000'
'0','141253','2014-05-01-00.00.00.0000'
'11','141254','2014-05-01-00.00.00.0000'
'0','141256','2014-05-01-00.00.00.0000'
'11','141257','2014-05-01-00.00.00.0000'
'0','141259','2014-05-01-00.00.00.0000'
'0','141262','2014-05-01-00.00.00.0000'
'0','141265','2014-05-01-00.00.00.0000'
'0','141268','2014-05-01-00.00.00.0000'
'21','141269','2014-05-01-00.00.00.0000'
'0','141271','2014-05-01-00.00.00.0000'
'21','141272','2014-05-01-00.00.00.0000'
'0','141274','2014-05-01-00.00.00.0000'
'21','141275','2014-05-01-00.00.00.0000'
'0','141277','2014-05-01-00.00.00.0000'
'21','141278','2014-05-01-00.00.00.0000'
'0','141280','2014-05-01-00.00.00.0000'
'21','141281','2014-05-01-00.00.00.0000'
'0','141283','2014-05-01-00.00.00.0000'
'21','141284','2014-05-01-00.00.00.0000'
'1','141290','2014-05-01-00.00.00.0000'
'1','141291','2014-05-01-00.00.00.0000'
'1','141292','2014-05-01-00.00.00.0000'
'1','141293','2014-05-01-00.00.00.0000'
'1','141294','2014-05-01-00.00.00.0000'
'1','141295','2014-05-01-00.00.00.0000'
'1','141300','2014-05-01-00.00.00.0000'
'1','141301','2014-05-01-00.00.00.0000'
'1','141302','2014-05-01-00.00.00.0000'
'1','141303','2014-05-01-00.00.00.0000'
'1','141304','2014-05-01-00.00.00.0000'
'1','141305','2014-05-01-00.00.00.0000'
'1','141310','2014-05-01-00.00.00.0000'
'1','141311','2014-05-01-00.00.00.0000'
'1','141312','2014-05-01-00.00.00.0000'
'1','141313','2014-05-01-00.00.00.0000'
'1','141314','2014-05-01-00.00.00.0000'
