hatKennzeichnung,gehoertZuTatbestandBE
'3','103812','2002-01-01-00.00.00.0000'
'3','103766','2002-01-01-00.00.00.0000'
'3','103765','2002-01-01-00.00.00.0000'
'3','103764','2002-01-01-00.00.00.0000'
'3','103763','2002-01-01-00.00.00.0000'
'3','103762','2002-01-01-00.00.00.0000'
'3','103758','2002-01-01-00.00.00.0000'
'3','103757','2002-01-01-00.00.00.0000'
'3','103756','2002-01-01-00.00.00.0000'
'3','103768','2002-01-01-00.00.00.0000'
'3','103754','2002-01-01-00.00.00.0000'
'3','103774','2002-01-01-00.00.00.0000'
'3','103752','2002-01-01-00.00.00.0000'
'3','103751','2002-01-01-00.00.00.0000'
'3','103750','2002-01-01-00.00.00.0000'
'3','103746','2002-01-01-00.00.00.0000'
'3','103745','2002-01-01-00.00.00.0000'
'3','103744','2002-01-01-00.00.00.0000'
'3','103743','2002-01-01-00.00.00.0000'
'3','103742','2002-01-01-00.00.00.0000'
'3','103741','2002-01-01-00.00.00.0000'
'3','103755','2002-01-01-00.00.00.0000'
'3','103789','2002-01-01-00.00.00.0000'
'3','118644','2002-01-01-00.00.00.0000'
'3','103804','2002-01-01-00.00.00.0000'
'3','103803','2002-01-01-00.00.00.0000'
'3','103802','2002-01-01-00.00.00.0000'
'3','103801','2002-01-01-00.00.00.0000'
'3','103800','2002-01-01-00.00.00.0000'
'3','103799','2002-01-01-00.00.00.0000'
'3','103798','2002-01-01-00.00.00.0000'
'3','103792','2002-01-01-00.00.00.0000'
'3','103767','2002-01-01-00.00.00.0000'
'3','103790','2002-01-01-00.00.00.0000'
'3','103811','2002-01-01-00.00.00.0000'
'3','103788','2002-01-01-00.00.00.0000'
'3','103787','2002-01-01-00.00.00.0000'
'3','103786','2002-01-01-00.00.00.0000'
'3','103780','2002-01-01-00.00.00.0000'
'3','103779','2002-01-01-00.00.00.0000'
'3','103778','2002-01-01-00.00.00.0000'
'3','103777','2002-01-01-00.00.00.0000'
'3','103776','2002-01-01-00.00.00.0000'
'3','103775','2002-01-01-00.00.00.0000'
'3','103791','2002-01-01-00.00.00.0000'
'3','142109','2002-01-01-00.00.00.0000'
'3','142130','2002-01-01-00.00.00.0000'
'3','141725','2002-01-01-00.00.00.0000'
'3','142609','2002-01-01-00.00.00.0000'
'3','142608','2002-01-01-00.00.00.0000'
'3','142607','2002-01-01-00.00.00.0000'
'3','142606','2002-01-01-00.00.00.0000'
'3','142611','2002-01-01-00.00.00.0000'
'3','142131','2002-01-01-00.00.00.0000'
'3','142612','2002-01-01-00.00.00.0000'
'3','142125','2002-01-01-00.00.00.0000'
'3','142124','2002-01-01-00.00.00.0000'
'3','142119','2002-01-01-00.00.00.0000'
'3','142118','2002-01-01-00.00.00.0000'
'3','141727','2002-01-01-00.00.00.0000'
'3','141726','2002-01-01-00.00.00.0000'
'3','142132','2002-01-01-00.00.00.0000'
'3','142624','2002-01-01-00.00.00.0000'
'3','141680','2002-01-01-00.00.00.0000'
'3','141679','2002-01-01-00.00.00.0000'
'3','142636','2002-01-01-00.00.00.0000'
'3','142635','2002-01-01-00.00.00.0000'
'3','142634','2002-01-01-00.00.00.0000'
'3','142610','2002-01-01-00.00.00.0000'
'3','142631','2002-01-01-00.00.00.0000'
'3','142630','2002-01-01-00.00.00.0000'
'3','142623','2002-01-01-00.00.00.0000'
'3','142622','2002-01-01-00.00.00.0000'
'3','142621','2002-01-01-00.00.00.0000'
'3','142620','2002-01-01-00.00.00.0000'
'3','142619','2002-01-01-00.00.00.0000'
'3','142618','2002-01-01-00.00.00.0000'
'3','142633','2002-01-01-00.00.00.0000'
'3','141691','2002-01-01-00.00.00.0000'
'3','141702','2002-01-01-00.00.00.0000'
'3','141701','2002-01-01-00.00.00.0000'
'3','141690','2002-01-01-00.00.00.0000'
'3','141695','2002-01-01-00.00.00.0000'
'3','141724','2002-01-01-00.00.00.0000'
'3','141703','2002-01-01-00.00.00.0000'
'3','141692','2002-01-01-00.00.00.0000'
'3','141700','2002-01-01-00.00.00.0000'
'3','141682','2002-01-01-00.00.00.0000'
'3','141689','2002-01-01-00.00.00.0000'
'3','141688','2002-01-01-00.00.00.0000'
'3','141687','2002-01-01-00.00.00.0000'
'3','141683','2002-01-01-00.00.00.0000'
'3','142632','2002-01-01-00.00.00.0000'
'3','141693','2002-01-01-00.00.00.0000'
'3','141717','2002-01-01-00.00.00.0000'
'3','141723','2002-01-01-00.00.00.0000'
'3','141722','2002-01-01-00.00.00.0000'
'3','141721','2002-01-01-00.00.00.0000'
'3','141694','2002-01-01-00.00.00.0000'
'3','141718','2002-01-01-00.00.00.0000'
'3','141704','2002-01-01-00.00.00.0000'
'3','141716','2002-01-01-00.00.00.0000'
'3','141706','2002-01-01-00.00.00.0000'
'3','141714','2002-01-01-00.00.00.0000'
'3','141713','2002-01-01-00.00.00.0000'
'3','141712','2002-01-01-00.00.00.0000'
'3','141708','2002-01-01-00.00.00.0000'
'3','141707','2002-01-01-00.00.00.0000'
'3','141715','2002-01-01-00.00.00.0000'
'3','141705','2002-01-01-00.00.00.0000'
'4','104624','2002-01-01-00.00.00.0000'
'4','104625','2002-01-01-00.00.00.0000'
'4','104626','2002-01-01-00.00.00.0000'
'4','104627','2002-01-01-00.00.00.0000'
'4','104631','2002-01-01-00.00.00.0000'
'4','104630','2002-01-01-00.00.00.0000'
'4','104632','2002-01-01-00.00.00.0000'
'4','104628','2002-01-01-00.00.00.0000'
'4','104622','2002-01-01-00.00.00.0000'
'4','104621','2002-01-01-00.00.00.0000'
'4','104620','2002-01-01-00.00.00.0000'
'4','104619','2002-01-01-00.00.00.0000'
'4','104618','2002-01-01-00.00.00.0000'
'4','104616','2002-01-01-00.00.00.0000'
'4','104615','2002-01-01-00.00.00.0000'
'4','104614','2002-01-01-00.00.00.0000'
'4','104613','2002-01-01-00.00.00.0000'
'4','104633','2002-01-01-00.00.00.0000'
'4','104610','2002-01-01-00.00.00.0000'
'4','104112','2002-01-01-00.00.00.0000'
'4','104612','2002-01-01-00.00.00.0000'
'4','104602','2002-01-01-00.00.00.0000'
'4','104100','2002-01-01-00.00.00.0000'
'4','104101','2002-01-01-00.00.00.0000'
'4','104102','2002-01-01-00.00.00.0000'
'4','104106','2002-01-01-00.00.00.0000'
'4','104124','2002-01-01-00.00.00.0000'
'4','104600','2002-01-01-00.00.00.0000'
'4','104601','2002-01-01-00.00.00.0000'
'4','104608','2002-01-01-00.00.00.0000'
'4','104603','2002-01-01-00.00.00.0000'
'4','104604','2002-01-01-00.00.00.0000'
'4','104606','2002-01-01-00.00.00.0000'
'4','104607','2002-01-01-00.00.00.0000'
'4','141208','2002-01-01-00.00.00.0000'
'4','104642','2002-01-01-00.00.00.0000'
'4','104636','2002-01-01-00.00.00.0000'
'4','104634','2002-01-01-00.00.00.0000'
'4','104609','2002-01-01-00.00.00.0000'
'5','334732','2002-01-01-00.00.00.0000'
'5','334738','2002-01-01-00.00.00.0000'
'5','334739','2002-01-01-00.00.00.0000'
'5','334729','2002-01-01-00.00.00.0000'
'5','334737','2002-01-01-00.00.00.0000'
'5','334736','2002-01-01-00.00.00.0000'
'5','334735','2002-01-01-00.00.00.0000'
'5','334733','2002-01-01-00.00.00.0000'
'5','334731','2002-01-01-00.00.00.0000'
'5','334730','2002-01-01-00.00.00.0000'
'5','334740','2002-01-01-00.00.00.0000'
'5','334787','2002-01-01-00.00.00.0000'
'5','334734','2002-01-01-00.00.00.0000'
'5','334692','2002-01-01-00.00.00.0000'
'5','334777','2002-01-01-00.00.00.0000'
'5','334778','2002-01-01-00.00.00.0000'
'5','334779','2002-01-01-00.00.00.0000'
'5','334780','2002-01-01-00.00.00.0000'
'5','334781','2002-01-01-00.00.00.0000'
'5','334782','2002-01-01-00.00.00.0000'
'5','334783','2002-01-01-00.00.00.0000'
'5','334784','2002-01-01-00.00.00.0000'
'5','334785','2002-01-01-00.00.00.0000'
'5','334786','2002-01-01-00.00.00.0000'
'5','334774','2002-01-01-00.00.00.0000'
'5','334788','2002-01-01-00.00.00.0000'
'5','334789','2002-01-01-00.00.00.0000'
'5','334790','2002-01-01-00.00.00.0000'
'5','334791','2002-01-01-00.00.00.0000'
'5','334792','2002-01-01-00.00.00.0000'
'5','334793','2002-01-01-00.00.00.0000'
'5','334794','2002-01-01-00.00.00.0000'
'5','334795','2002-01-01-00.00.00.0000'
'5','334796','2002-01-01-00.00.00.0000'
'5','334728','2002-01-01-00.00.00.0000'
'5','334762','2002-01-01-00.00.00.0000'
'5','334742','2002-01-01-00.00.00.0000'
'5','334743','2002-01-01-00.00.00.0000'
'5','334744','2002-01-01-00.00.00.0000'
'5','334745','2002-01-01-00.00.00.0000'
'5','334746','2002-01-01-00.00.00.0000'
'5','334750','2002-01-01-00.00.00.0000'
'5','334751','2002-01-01-00.00.00.0000'
'5','334752','2002-01-01-00.00.00.0000'
'5','334756','2002-01-01-00.00.00.0000'
'5','334776','2002-01-01-00.00.00.0000'
'5','334758','2002-01-01-00.00.00.0000'
'5','334775','2002-01-01-00.00.00.0000'
'5','334763','2002-01-01-00.00.00.0000'
'5','334764','2002-01-01-00.00.00.0000'
'5','334768','2002-01-01-00.00.00.0000'
'5','334769','2002-01-01-00.00.00.0000'
'5','334770','2002-01-01-00.00.00.0000'
'5','334771','2002-01-01-00.00.00.0000'
'5','334772','2002-01-01-00.00.00.0000'
'5','334773','2002-01-01-00.00.00.0000'
'5','334741','2002-01-01-00.00.00.0000'
'5','334757','2002-01-01-00.00.00.0000'
'5','334652','2002-01-01-00.00.00.0000'
'5','334672','2002-01-01-00.00.00.0000'
'5','334668','2002-01-01-00.00.00.0000'
'5','334667','2002-01-01-00.00.00.0000'
'5','334666','2002-01-01-00.00.00.0000'
'5','334662','2002-01-01-00.00.00.0000'
'5','334661','2002-01-01-00.00.00.0000'
'5','334660','2002-01-01-00.00.00.0000'
'5','334659','2002-01-01-00.00.00.0000'
'5','334658','2002-01-01-00.00.00.0000'
'5','334657','2002-01-01-00.00.00.0000'
'5','334656','2002-01-01-00.00.00.0000'
'5','334655','2002-01-01-00.00.00.0000'
'5','334697','2002-01-01-00.00.00.0000'
'5','334653','2002-01-01-00.00.00.0000'
'5','334678','2002-01-01-00.00.00.0000'
'5','334651','2002-01-01-00.00.00.0000'
'5','334650','2002-01-01-00.00.00.0000'
'5','334649','2002-01-01-00.00.00.0000'
'5','334648','2002-01-01-00.00.00.0000'
'5','334647','2002-01-01-00.00.00.0000'
'5','334646','2002-01-01-00.00.00.0000'
'5','334645','2002-01-01-00.00.00.0000'
'5','334644','2002-01-01-00.00.00.0000'
'5','334643','2002-01-01-00.00.00.0000'
'5','334642','2002-01-01-00.00.00.0000'
'5','334641','2002-01-01-00.00.00.0000'
'5','334640','2002-01-01-00.00.00.0000'
'5','334654','2002-01-01-00.00.00.0000'
'5','334703','2002-01-01-00.00.00.0000'
'5','334726','2002-01-01-00.00.00.0000'
'5','334725','2002-01-01-00.00.00.0000'
'5','334724','2002-01-01-00.00.00.0000'
'5','334723','2002-01-01-00.00.00.0000'
'5','334722','2002-01-01-00.00.00.0000'
'5','334721','2002-01-01-00.00.00.0000'
'5','334720','2002-01-01-00.00.00.0000'
'5','334716','2002-01-01-00.00.00.0000'
'5','334715','2002-01-01-00.00.00.0000'
'5','334714','2002-01-01-00.00.00.0000'
'5','334710','2002-01-01-00.00.00.0000'
'5','334709','2002-01-01-00.00.00.0000'
'5','334673','2002-01-01-00.00.00.0000'
'5','334704','2002-01-01-00.00.00.0000'
'5','334674','2002-01-01-00.00.00.0000'
'5','334702','2002-01-01-00.00.00.0000'
'5','334698','2002-01-01-00.00.00.0000'
'5','334797','2002-01-01-00.00.00.0000'
'5','334696','2002-01-01-00.00.00.0000'
'5','334849','2002-01-01-00.00.00.0000'
'5','334691','2002-01-01-00.00.00.0000'
'5','334690','2002-01-01-00.00.00.0000'
'5','334686','2002-01-01-00.00.00.0000'
'5','334685','2002-01-01-00.00.00.0000'
'5','334684','2002-01-01-00.00.00.0000'
'5','334680','2002-01-01-00.00.00.0000'
'5','334679','2002-01-01-00.00.00.0000'
'5','334727','2002-01-01-00.00.00.0000'
'5','334708','2002-01-01-00.00.00.0000'
'5','342613','2002-01-01-00.00.00.0000'
'5','342148','2002-01-01-00.00.00.0000'
'5','342626','2002-01-01-00.00.00.0000'
'5','342625','2002-01-01-00.00.00.0000'
'5','342624','2002-01-01-00.00.00.0000'
'5','342623','2002-01-01-00.00.00.0000'
'5','342622','2002-01-01-00.00.00.0000'
'5','342621','2002-01-01-00.00.00.0000'
'5','342620','2002-01-01-00.00.00.0000'
'5','342619','2002-01-01-00.00.00.0000'
'5','342618','2002-01-01-00.00.00.0000'
'5','342617','2002-01-01-00.00.00.0000'
'5','342616','2002-01-01-00.00.00.0000'
'5','342631','2002-01-01-00.00.00.0000'
'5','342614','2002-01-01-00.00.00.0000'
'5','342632','2002-01-01-00.00.00.0000'
'5','342612','2002-01-01-00.00.00.0000'
'5','342611','2002-01-01-00.00.00.0000'
'5','342610','2002-01-01-00.00.00.0000'
'5','342609','2002-01-01-00.00.00.0000'
'5','342608','2002-01-01-00.00.00.0000'
'5','342607','2002-01-01-00.00.00.0000'
'5','342606','2002-01-01-00.00.00.0000'
'5','342605','2002-01-01-00.00.00.0000'
'5','342604','2002-01-01-00.00.00.0000'
'5','342603','2002-01-01-00.00.00.0000'
'5','342602','2002-01-01-00.00.00.0000'
'5','342601','2002-01-01-00.00.00.0000'
'5','334847','2002-01-01-00.00.00.0000'
'5','342615','2002-01-01-00.00.00.0000'
'5','342649','2002-01-01-00.00.00.0000'
'5','344606','2002-01-01-00.00.00.0000'
'5','344600','2002-01-01-00.00.00.0000'
'5','344012','2002-01-01-00.00.00.0000'
'5','344006','2002-01-01-00.00.00.0000'
'5','342659','2002-01-01-00.00.00.0000'
'5','342658','2002-01-01-00.00.00.0000'
'5','342657','2002-01-01-00.00.00.0000'
'5','342656','2002-01-01-00.00.00.0000'
'5','342655','2002-01-01-00.00.00.0000'
'5','342654','2002-01-01-00.00.00.0000'
'5','342653','2002-01-01-00.00.00.0000'
'5','342652','2002-01-01-00.00.00.0000'
'5','342630','2002-01-01-00.00.00.0000'
'5','342650','2002-01-01-00.00.00.0000'
'5','342136','2002-01-01-00.00.00.0000'
'5','342648','2002-01-01-00.00.00.0000'
'5','342647','2002-01-01-00.00.00.0000'
'5','342646','2002-01-01-00.00.00.0000'
'5','342645','2002-01-01-00.00.00.0000'
'5','342644','2002-01-01-00.00.00.0000'
'5','342643','2002-01-01-00.00.00.0000'
'5','342642','2002-01-01-00.00.00.0000'
'5','342641','2002-01-01-00.00.00.0000'
'5','342640','2002-01-01-00.00.00.0000'
'5','342639','2002-01-01-00.00.00.0000'
'5','342638','2002-01-01-00.00.00.0000'
'5','342637','2002-01-01-00.00.00.0000'
'5','342636','2002-01-01-00.00.00.0000'
'5','342651','2002-01-01-00.00.00.0000'
'5','334812','2002-01-01-00.00.00.0000'
'5','342600','2002-01-01-00.00.00.0000'
'5','334825','2002-01-01-00.00.00.0000'
'5','334824','2002-01-01-00.00.00.0000'
'5','334823','2002-01-01-00.00.00.0000'
'5','334822','2002-01-01-00.00.00.0000'
'5','334821','2002-01-01-00.00.00.0000'
'5','334820','2002-01-01-00.00.00.0000'
'5','334819','2002-01-01-00.00.00.0000'
'5','334818','2002-01-01-00.00.00.0000'
'5','334817','2002-01-01-00.00.00.0000'
'5','334816','2002-01-01-00.00.00.0000'
'5','334815','2002-01-01-00.00.00.0000'
'5','334827','2002-01-01-00.00.00.0000'
'5','334813','2002-01-01-00.00.00.0000'
'5','334828','2002-01-01-00.00.00.0000'
'5','334811','2002-01-01-00.00.00.0000'
'5','334810','2002-01-01-00.00.00.0000'
'5','334809','2002-01-01-00.00.00.0000'
'5','334808','2002-01-01-00.00.00.0000'
'5','334807','2002-01-01-00.00.00.0000'
'5','334806','2002-01-01-00.00.00.0000'
'5','334805','2002-01-01-00.00.00.0000'
'5','334804','2002-01-01-00.00.00.0000'
'5','334803','2002-01-01-00.00.00.0000'
'5','334802','2002-01-01-00.00.00.0000'
'5','334801','2002-01-01-00.00.00.0000'
'5','334800','2002-01-01-00.00.00.0000'
'5','334799','2002-01-01-00.00.00.0000'
'5','334814','2002-01-01-00.00.00.0000'
'5','334842','2002-01-01-00.00.00.0000'
'5','342126','2002-01-01-00.00.00.0000'
'5','342125','2002-01-01-00.00.00.0000'
'5','342124','2002-01-01-00.00.00.0000'
'5','342112','2002-01-01-00.00.00.0000'
'5','342100','2002-01-01-00.00.00.0000'
'5','334851','2002-01-01-00.00.00.0000'
'5','334850','2002-01-01-00.00.00.0000'
'5','334623','2002-01-01-00.00.00.0000'
'5','334848','2002-01-01-00.00.00.0000'
'5','334639','2002-01-01-00.00.00.0000'
'5','334846','2002-01-01-00.00.00.0000'
'5','334845','2002-01-01-00.00.00.0000'
'5','334826','2002-01-01-00.00.00.0000'
'5','334843','2002-01-01-00.00.00.0000'
'5','334798','2002-01-01-00.00.00.0000'
'5','334841','2002-01-01-00.00.00.0000'
'5','334840','2002-01-01-00.00.00.0000'
'5','334839','2002-01-01-00.00.00.0000'
'5','334838','2002-01-01-00.00.00.0000'
'5','334837','2002-01-01-00.00.00.0000'
'5','334836','2002-01-01-00.00.00.0000'
'5','334835','2002-01-01-00.00.00.0000'
'5','334834','2002-01-01-00.00.00.0000'
'5','334833','2002-01-01-00.00.00.0000'
'5','334832','2002-01-01-00.00.00.0000'
'5','334831','2002-01-01-00.00.00.0000'
'5','334830','2002-01-01-00.00.00.0000'
'5','334829','2002-01-01-00.00.00.0000'
'5','334844','2002-01-01-00.00.00.0000'
'5','331834','2002-01-01-00.00.00.0000'
'5','331852','2002-01-01-00.00.00.0000'
'5','331850','2002-01-01-00.00.00.0000'
'5','331849','2002-01-01-00.00.00.0000'
'5','331848','2002-01-01-00.00.00.0000'
'5','331846','2002-01-01-00.00.00.0000'
'5','334638','2002-01-01-00.00.00.0000'
'5','331844','2002-01-01-00.00.00.0000'
'5','334625','2002-01-01-00.00.00.0000'
'5','331841','2002-01-01-00.00.00.0000'
'5','331840','2002-01-01-00.00.00.0000'
'5','331839','2002-01-01-00.00.00.0000'
'5','331838','2002-01-01-00.00.00.0000'
'5','331226','2002-01-01-00.00.00.0000'
'5','331835','2002-01-01-00.00.00.0000'
'5','331856','2002-01-01-00.00.00.0000'
'5','331833','2002-01-01-00.00.00.0000'
'5','331832','2002-01-01-00.00.00.0000'
'5','331830','2002-01-01-00.00.00.0000'
'5','331829','2002-01-01-00.00.00.0000'
'5','331828','2002-01-01-00.00.00.0000'
'5','331827','2002-01-01-00.00.00.0000'
'5','331826','2002-01-01-00.00.00.0000'
'5','331240','2002-01-01-00.00.00.0000'
'5','331239','2002-01-01-00.00.00.0000'
'5','331238','2002-01-01-00.00.00.0000'
'5','331228','2002-01-01-00.00.00.0000'
'5','331900','2002-01-01-00.00.00.0000'
'5','331836','2002-01-01-00.00.00.0000'
'5','331875','2002-01-01-00.00.00.0000'
'5','331899','2002-01-01-00.00.00.0000'
'5','331898','2002-01-01-00.00.00.0000'
'5','331896','2002-01-01-00.00.00.0000'
'5','331895','2002-01-01-00.00.00.0000'
'5','331894','2002-01-01-00.00.00.0000'
'5','331893','2002-01-01-00.00.00.0000'
'5','331892','2002-01-01-00.00.00.0000'
'5','331888','2002-01-01-00.00.00.0000'
'5','331887','2002-01-01-00.00.00.0000'
'5','331886','2002-01-01-00.00.00.0000'
'5','331882','2002-01-01-00.00.00.0000'
'5','331881','2002-01-01-00.00.00.0000'
'5','331853','2002-01-01-00.00.00.0000'
'5','331876','2002-01-01-00.00.00.0000'
'5','331854','2002-01-01-00.00.00.0000'
'5','331874','2002-01-01-00.00.00.0000'
'5','331870','2002-01-01-00.00.00.0000'
'5','331869','2002-01-01-00.00.00.0000'
'5','331868','2002-01-01-00.00.00.0000'
'5','331866','2002-01-01-00.00.00.0000'
'5','331865','2002-01-01-00.00.00.0000'
'5','331864','2002-01-01-00.00.00.0000'
'5','331862','2002-01-01-00.00.00.0000'
'5','331861','2002-01-01-00.00.00.0000'
'5','331860','2002-01-01-00.00.00.0000'
'5','331858','2002-01-01-00.00.00.0000'
'5','331857','2002-01-01-00.00.00.0000'
'5','331210','2002-01-01-00.00.00.0000'
'5','331880','2002-01-01-00.00.00.0000'
'5','331322','2002-01-01-00.00.00.0000'
'5','331799','2002-01-01-00.00.00.0000'
'5','331798','2002-01-01-00.00.00.0000'
'5','331797','2002-01-01-00.00.00.0000'
'5','331796','2002-01-01-00.00.00.0000'
'5','331794','2002-01-01-00.00.00.0000'
'5','331793','2002-01-01-00.00.00.0000'
'5','331792','2002-01-01-00.00.00.0000'
'5','331791','2002-01-01-00.00.00.0000'
'5','331790','2002-01-01-00.00.00.0000'
'5','331788','2002-01-01-00.00.00.0000'
'5','331787','2002-01-01-00.00.00.0000'
'5','331786','2002-01-01-00.00.00.0000'
'5','331227','2002-01-01-00.00.00.0000'
'5','331784','2002-01-01-00.00.00.0000'
'5','331803','2002-01-01-00.00.00.0000'
'5','331321','2002-01-01-00.00.00.0000'
'5','331320','2002-01-01-00.00.00.0000'
'5','331308','2002-01-01-00.00.00.0000'
'5','331296','2002-01-01-00.00.00.0000'
'5','331286','2002-01-01-00.00.00.0000'
'5','331285','2002-01-01-00.00.00.0000'
'5','331284','2002-01-01-00.00.00.0000'
'5','331274','2002-01-01-00.00.00.0000'
'5','331273','2002-01-01-00.00.00.0000'
'5','331272','2002-01-01-00.00.00.0000'
'5','331260','2002-01-01-00.00.00.0000'
'5','331248','2002-01-01-00.00.00.0000'
'5','331785','2002-01-01-00.00.00.0000'
'5','331818','2002-01-01-00.00.00.0000'
'5','331209','2002-01-01-00.00.00.0000'
'5','331208','2002-01-01-00.00.00.0000'
'5','331192','2002-01-01-00.00.00.0000'
'5','331191','2002-01-01-00.00.00.0000'
'5','331190','2002-01-01-00.00.00.0000'
'5','331178','2002-01-01-00.00.00.0000'
'5','331166','2002-01-01-00.00.00.0000'
'5','331148','2002-01-01-00.00.00.0000'
'5','331130','2002-01-01-00.00.00.0000'
'5','331824','2002-01-01-00.00.00.0000'
'5','331823','2002-01-01-00.00.00.0000'
'5','331822','2002-01-01-00.00.00.0000'
'5','331800','2002-01-01-00.00.00.0000'
'5','331820','2002-01-01-00.00.00.0000'
'5','331802','2002-01-01-00.00.00.0000'
'5','331817','2002-01-01-00.00.00.0000'
'5','331816','2002-01-01-00.00.00.0000'
'5','331815','2002-01-01-00.00.00.0000'
'5','331814','2002-01-01-00.00.00.0000'
'5','331812','2002-01-01-00.00.00.0000'
'5','331811','2002-01-01-00.00.00.0000'
'5','331810','2002-01-01-00.00.00.0000'
'5','331809','2002-01-01-00.00.00.0000'
'5','331808','2002-01-01-00.00.00.0000'
'5','331806','2002-01-01-00.00.00.0000'
'5','331805','2002-01-01-00.00.00.0000'
'5','331804','2002-01-01-00.00.00.0000'
'5','331845','2002-01-01-00.00.00.0000'
'5','331821','2002-01-01-00.00.00.0000'
'5','334256','2002-01-01-00.00.00.0000'
'5','334605','2002-01-01-00.00.00.0000'
'5','334604','2002-01-01-00.00.00.0000'
'5','334603','2002-01-01-00.00.00.0000'
'5','334602','2002-01-01-00.00.00.0000'
'5','334601','2002-01-01-00.00.00.0000'
'5','334600','2002-01-01-00.00.00.0000'
'5','334340','2002-01-01-00.00.00.0000'
'5','334328','2002-01-01-00.00.00.0000'
'5','334316','2002-01-01-00.00.00.0000'
'5','334304','2002-01-01-00.00.00.0000'
'5','334286','2002-01-01-00.00.00.0000'
'5','334268','2002-01-01-00.00.00.0000'
'5','334179','2002-01-01-00.00.00.0000'
'5','334257','2002-01-01-00.00.00.0000'
'5','334608','2002-01-01-00.00.00.0000'
'5','334246','2002-01-01-00.00.00.0000'
